country,year,target_year,target_nuclear_share,nuclear_share_t,nuclear_elec_t,nuclear_share_lag1,nuclear_share_lag2,nuclear_elec_lag1,gdp_per_capita,gdp_growth_rate,electricity_demand,coal_share,renewables_share,energy_per_capita,population
Brazil,1989,1994,0.021,0.825,1.83,0.283,0.479,0.608,8455.633389014796,0.031853018603484204,,,,10795.25,146502975.0
Brazil,1990,1995,0.914,1.004,2.237,0.825,0.283,1.83,7948.568605091765,-0.043026609163977075,,,,10479.675,149143223.0
Brazil,1991,1996,0.833,0.615,1.442,1.004,0.825,2.237,7995.36074239891,0.023294453990827677,,,,10703.902,151724253.0
Brazil,1992,1997,1.029,0.728,1.759,0.615,1.004,1.442,7919.80493796156,0.0072034058005368525,,,,10708.817,154275077.0
Brazil,1993,1998,1.015,0.175,0.442,0.728,0.615,1.759,8279.755634560415,0.06252288261102683,,,,11035.176,156794574.0
Brazil,1994,1999,1.188,0.021,0.055,0.175,0.728,0.442,8738.793045692879,0.07207034124221884,,,,11345.266,159265011.0
Brazil,1995,2000,1.734,0.914,2.519,0.021,0.175,0.055,9081.735004970691,0.05536143508435908,,,,11828.174,161735079.0
Brazil,1996,2001,4.346,0.833,2.427,0.914,0.021,2.519,9259.081963313492,0.035082039018983845,,,,12366.625,164202549.0
Brazil,1997,2002,4.003,1.029,3.169,0.833,0.914,2.427,9552.023070074749,0.04708815787517461,,,,12895.613,166661662.0
Brazil,1998,2003,3.666,1.015,3.265,1.029,0.833,3.169,9563.012007845771,0.01615605756916121,,,,13238.571,169159651.0
Brazil,1999,2004,2.996,1.188,3.977,1.015,1.029,3.265,9589.100306735763,0.01743996474491022,,,,13225.068,171641544.0
Brazil,2000,2005,2.444,1.734,6.05,1.188,1.015,3.977,9997.386790782977,0.05701484707755388,391.92,0.027888344560114308,0.7967442335170443,13586.246,174018278.0
Brazil,2001,2006,3.278,4.346,14.28,1.734,1.188,6.05,10127.628151239876,0.026317316053217837,366.4,0.030240174672489083,0.7558133187772926,13068.835,176301201.0
Brazil,2002,2007,2.774,4.003,13.84,4.346,1.734,14.28,10429.725357154792,0.04269323002919131,382.28,0.02385685884691849,0.7754002301977609,13173.609,178503485.0
Brazil,2003,2008,3.016,3.666,13.36,4.003,4.346,13.84,10546.47523812734,0.02319890461629524,402.58,0.022380644840776988,0.7889612002583338,13211.707,180622688.0
Brazil,2004,2009,2.78,2.996,11.61,3.666,4.003,13.36,11158.868615902118,0.07008920808588454,424.87,0.02440746581307223,0.7846635441429143,13703.958,182675144.0
Brazil,2005,2010,2.815,2.444,9.85,2.996,3.666,11.61,11528.704442253158,0.0445273081298149,442.11,0.024156884033385354,0.7943498224423786,13910.277,184688101.0
Brazil,2006,2011,2.945,3.278,13.75,2.444,2.996,9.85,12005.186793314371,0.05240936834742715,460.61,0.022730726645101063,0.7900175853759145,14152.363,186653099.0
Brazil,2007,2012,2.903,2.774,12.35,3.278,2.444,13.75,12758.405817221726,0.07355461943350398,483.98,0.02082730691350882,0.8114798132154221,14905.908,188552311.0
Brazil,2008,2013,2.707,3.016,13.97,2.774,3.278,12.35,13446.861411217074,0.0641062661782703,505.39,0.023664892459288867,0.7727299709135519,15424.676,190367297.0
Brazil,2009,2014,2.604,2.78,12.96,3.016,2.774,13.97,13481.721170696008,0.011612345052547471,506.15,0.019697718067766476,0.8201323718265336,15230.74,192079958.0
Brazil,2010,2015,2.534,2.815,14.52,2.78,3.016,12.96,14560.993400019332,0.08917474409857377,550.45,0.020510491416114086,0.7946407484785175,16462.07,193701931.0
Brazil,2011,2016,2.74,2.945,15.66,2.815,2.78,14.52,15200.65043487577,0.05245979781981599,567.65,0.022196776182506827,0.8168061305381838,16981.988,195284736.0
Brazil,2012,2017,2.671,2.903,16.04,2.945,2.815,15.66,15367.452170345317,0.01921175920457534,592.76,0.02441122882785613,0.7695526013901074,17312.078,196876113.0
Brazil,2013,2018,2.606,2.707,15.45,2.903,2.945,16.04,15701.438508690295,0.03004821979611015,611.16,0.03594803324824923,0.7175535048105243,17638.982,198478290.0
Brazil,2014,2019,2.547,2.604,15.38,2.707,2.903,15.45,15653.836945036084,0.005039564455243837,624.33,0.043086188393958315,0.693143049348902,17870.57,200085126.0
Brazil,2015,2020,2.235,2.534,14.73,2.604,2.707,15.38,14979.721072542196,-0.03545758221959698,615.64,0.04382431291014229,0.7005880059775194,17530.328,201675534.0
Brazil,2016,2021,2.239,2.74,15.86,2.534,2.604,14.73,14379.01464147575,-0.032759245087419245,619.68,0.04142460624838627,0.7517105602891816,16983.99,203218108.0
Brazil,2017,2022,2.15,2.671,15.74,2.74,2.534,15.86,14463.516655044976,0.013228766620416815,625.67,0.03652084964917609,0.7464318250835105,16988.619,204703440.0
Brazil,2018,2023,2.048,2.606,15.67,2.671,2.74,15.74,14621.226894835561,0.017836629368269,636.37,0.03268538743183997,0.7783050740921162,16915.357,206107265.0
Brazil,2019,2024,2.116,2.547,16.13,2.606,2.671,15.67,14703.528045323696,0.012206926094679615,658.29,0.03293381336493035,0.7829983745765545,17194.145,207455459.0
Brazil,2020,2025,2.115,2.235,14.05,2.547,2.606,16.13,14139.583548911633,-0.03276688140964915,653.48,0.027162269694558365,0.8002081165452652,16401.875,208660845.0
Bulgaria,1980,1985,31.541,,6.165,,,6.18,9616.589738698594,-0.028639697118585744,,,,37924.316,8859539.0
Bulgaria,1981,1986,28.862,,9.119,,,6.165,9839.62991360182,0.02645749698084742,,,,37245.914,8887803.0
Bulgaria,1982,1987,28.606,,10.746,,,9.119,10130.485110299438,0.03244802718481522,,,,38049.559,8912738.0
Bulgaria,1983,1988,35.606,,12.318,,,10.746,9916.354276256285,-0.01887592755784222,,,,38219.535,8933328.0
Bulgaria,1984,1989,32.857,,12.735,,,12.318,10221.139409097326,0.032960147601696334,,,,37916.188,8952608.0
Bulgaria,1985,1990,34.988,31.541,13.131,,,12.735,9907.071925486014,-0.030050903351904128,,,,37602.871,8958855.0
Bulgaria,1986,1991,32.391,28.862,12.07,31.541,,13.131,10164.663421421585,0.026529639953629714,,,,38337.195,8963473.0
Bulgaria,1987,1992,32.59,28.606,12.436,28.862,31.541,12.07,10168.185624639185,0.0017675498652999211,,,,38579.18,8976206.0
Bulgaria,1988,1993,36.919,35.606,16.03,28.606,28.862,12.436,10093.846937157297,-0.0062586348087080145,,,,39436.852,8985721.0
Bulgaria,1989,1994,40.39,32.857,14.566,35.606,28.606,16.03,9967.50384808803,-0.017938497444228107,,,,39309.855,8936386.0
Bulgaria,1990,1995,41.441,34.988,14.66,32.857,35.606,14.566,8994.47162733897,-0.10913397738076056,45.69,0.45918144014007445,0.035675202451302256,36771.109,8822366.0
Bulgaria,1991,1996,42.362,32.391,13.18,34.988,32.857,14.66,8392.932943819533,-0.08026551786863614,42.81,0.4854006073347349,0.05302499416024293,30198.242,8695798.0
Bulgaria,1992,1997,41.686,32.59,11.55,32.391,34.988,13.18,7937.252870193809,-0.0691607997053608,38.15,0.46684141546526864,0.04980340760157274,28868.836,8559091.0
Bulgaria,1993,1998,40.802,36.919,13.97,32.59,32.391,11.55,7935.978650883425,-0.010972799345664553,37.95,0.4521739130434782,0.04716732542819499,31134.502,8466533.0
Bulgaria,1994,1999,41.682,40.39,15.34,36.919,32.59,13.97,8159.840105007483,0.022183716128427882,37.91,0.4455288841994197,0.03429174360327091,30122.635,8416924.0
Bulgaria,1995,2000,44.789,41.441,17.26,40.39,36.919,15.34,8491.18637186189,0.033269602958460334,41.49,0.41769100988189917,0.05230175946011087,32624.234,8357576.0
Bulgaria,1996,2001,45.005,42.362,18.08,41.441,40.39,17.26,7853.465278007266,-0.08242707109718625,42.23,0.406346199384324,0.06843476201752309,32793.77,8291402.0
Bulgaria,1997,2002,48.051,41.686,17.75,42.362,41.441,18.08,7902.605389418969,-0.0027601573941075214,39.03,0.4839866769151934,0.06968998206507815,31293.846,8217101.0
Bulgaria,1998,2003,40.87,40.802,16.9,41.686,42.362,17.75,8320.74972871742,0.04280120216607929,37.77,0.48451151707704526,0.08128144029653163,30382.707,8138193.0
Bulgaria,1999,2004,40.667,41.682,15.81,40.802,41.686,16.9,7945.259165953514,-0.053425807787045185,35.97,0.4523213789268835,0.07589658048373644,26929.967,8067464.0
Bulgaria,2000,2005,42.493,44.789,18.18,41.682,40.802,15.81,8464.421599398738,0.05650204878955526,35.97,0.47094801223241595,0.07311648596052266,27170.389,8000519.0
Bulgaria,2001,2006,42.892,45.005,19.55,44.789,41.682,18.18,8687.398886668336,0.01709818833258656,36.51,0.5341002465078061,0.04519309778142974,28324.223,7928455.0
Bulgaria,2002,2007,34.19,48.051,20.22,45.005,44.789,19.55,9342.471791409484,0.06638416877349979,35.78,0.48015651201788706,0.0592509782001118,27707.934,7861949.0
Bulgaria,2003,2008,35.446,40.87,17.28,48.051,45.005,20.22,9958.777949760424,0.05816606574447591,36.79,0.5229681978798586,0.08127208480565372,28875.049,7804405.0
Bulgaria,2004,2009,36.067,40.667,16.82,40.87,48.051,17.28,10739.972988077832,0.07084620330879354,35.48,0.5326944757609922,0.08850056369785796,28120.139,7749430.0
Bulgaria,2005,2010,33.203,42.493,18.65,40.667,40.87,16.82,11654.871710335232,0.07757082750958681,36.31,0.5083998898375103,0.11842467639768657,30680.197,7695047.0
Bulgaria,2006,2011,32.646,42.892,19.49,42.493,40.667,18.65,12617.920649760506,0.07492700754975401,37.7,0.5063660477453581,0.11220159151193634,31504.156,7640292.0
Bulgaria,2007,2012,33.965,34.19,14.64,42.892,42.493,19.49,13715.516948301387,0.07939042970087469,38.35,0.5833116036505867,0.07509778357235984,30663.352,7586896.0
Bulgaria,2008,2013,32.938,35.446,15.77,34.19,42.892,14.64,14716.877206148052,0.06575298507708419,39.15,0.5920817369093231,0.0748403575989783,30551.521,7535589.0
Bulgaria,2009,2014,33.824,36.067,15.26,35.446,34.19,15.77,14338.253537652698,-0.031877865758629664,37.24,0.5665950590762621,0.09881847475832438,26990.662,7488016.0
Bulgaria,2010,2015,31.575,33.203,15.25,36.067,35.446,15.26,14661.355320551243,0.01564881792780416,37.48,0.6032550693703309,0.1536819637139808,28432.732,7437594.0
Bulgaria,2011,2016,35.437,32.646,16.31,33.203,36.067,15.25,14828.593787580337,0.0035779182951133233,39.3,0.7005089058524174,0.0989821882951654,30434.416,7380023.0
Bulgaria,2012,2017,34.679,33.965,15.78,32.646,33.203,16.31,15069.182520342982,0.007549174697896084,38.15,0.599475753604194,0.13761467889908258,29168.732,7317020.0
Bulgaria,2013,2018,34.681,32.938,14.17,33.965,32.646,15.78,15092.840860721264,-0.005604700177283446,36.84,0.5263300760043431,0.18756786102062975,27270.346,7264605.0
Bulgaria,2014,2019,37.877,33.824,15.87,32.938,33.965,14.17,15325.57623863943,0.009667752645809513,37.46,0.5688734650293646,0.1972770955686065,29286.607,7223450.0
Bulgaria,2015,2020,41.43,31.575,15.38,33.824,32.938,15.87,15952.403016085651,0.03428145540444792,38.13,0.5908733280881195,0.22947810123262521,31303.371,7177515.0
Bulgaria,2016,2021,34.922,35.437,15.78,31.575,33.824,15.38,16552.80762984052,0.030397443333253955,38.16,0.5075995807127883,0.18448637316561847,29900.988,7127436.0
Bulgaria,2017,2022,32.737,34.679,15.55,35.437,31.575,15.78,17134.55142445025,0.027622480110984043,39.36,0.5315040650406505,0.15574186991869918,30834.584,7075642.0
Bulgaria,2018,2023,40.319,34.681,16.13,34.679,35.437,15.55,17722.04624808445,0.02684723731382149,38.7,0.4821705426356589,0.24237726098191215,31149.057,7024745.0
Bulgaria,2019,2024,41.201,37.877,16.56,34.681,34.679,16.13,18567.94592576324,0.040381592123225,37.91,0.4537061461355843,0.19757319968346085,30327.924,6975466.0
Bulgaria,2020,2025,39.12,41.43,16.63,37.877,34.681,16.56,17940.433294642826,-0.03958677849286718,36.73,0.36781922134494965,0.2033759869316635,28177.615,6933656.0
Canada,1980,1985,13.185,,38.032,,,35.271,25846.554961752936,0.013386707730274257,,,,110528.969,24533779.0
Canada,1981,1986,15.209,,40.067,,,38.032,26314.14792615827,0.03100506055859109,,,,108503.625,24844977.0
Canada,1982,1987,15.564,,38.337,,,40.067,25212.763000432296,-0.030471372504031972,,,,104002.023,25140164.0
Canada,1983,1988,16.376,,48.61,,,38.337,25669.06098446027,0.029130903995773217,,,,102323.438,25412605.0
Canada,1984,1989,15.924,,52.21,,,48.61,26868.851697575446,0.05735827467922936,,,,107756.992,25670376.0
Canada,1985,1990,15.077,13.185,60.521,,,52.21,28040.280263903955,0.054049574066523845,,,,110202.641,25927463.0
Canada,1986,1991,16.635,15.209,71.267,13.185,,60.521,28464.14067124245,0.026218620800055003,,,,110065.242,26211036.0
Canada,1987,1992,15.43,15.564,77.261,15.209,13.185,71.267,29255.681722441124,0.040743763240963515,,,,112189.555,26540913.0
Canada,1988,1993,17.593,16.376,82.867,15.564,15.209,77.261,30237.743924247003,0.048639958450566505,,,,115004.945,26927938.0
Canada,1989,1994,19.362,15.924,79.317,16.376,15.564,82.867,30472.752373324227,0.024168116623609185,,,,114280.016,27366046.0
Canada,1990,1995,17.417,15.077,72.46,15.924,16.376,79.317,30083.258521898086,0.002491938538325996,,,,108263.508,27789437.0
Canada,1991,1996,16.116,16.635,84.339,15.077,15.924,72.46,29132.002205656154,-0.01880694362447038,,,,107284.562,28157154.0
Canada,1992,1997,14.319,15.43,80.022,16.635,15.077,84.339,29113.690285348814,0.011542263997769517,,,,108832.219,28500066.0
Canada,1993,1998,12.632,17.593,93.284,15.43,16.635,80.022,29613.49934588676,0.028965501730442447,,,,110299.57,28830635.0
Canada,1994,1999,12.631,19.362,107.084,17.593,15.43,93.284,30700.935746204043,0.04811091244747795,,,,113257.367,29147383.0
Canada,1995,2000,11.972,17.417,97.164,19.362,17.593,107.084,31275.86645793913,0.029622926915305835,,,,114799.25,29459138.0
Canada,1996,2001,12.958,16.116,92.122,17.417,19.362,97.164,31540.49437061787,0.01900717648313359,,,,116706.812,29767210.0
Canada,1997,2002,12.504,14.319,81.955,16.116,17.417,92.122,32659.94106843827,0.04564573180055955,,,,116146.086,30059088.0
Canada,1998,2003,12.642,12.632,70.993,14.319,16.116,81.955,33711.69055746872,0.041504930640435235,,,,113457.711,30329971.0
Canada,1999,2004,14.997,12.631,72.98,12.632,14.319,70.993,35242.943870345676,0.054710781034392815,,,,116044.836,30599458.0
Canada,2000,2005,14.73,11.972,72.29,12.631,12.632,72.98,36827.937470785124,0.05495685711023567,567.99,0.20463388439937324,0.6443071180830648,118073.062,30891800.0
Canada,2001,2006,15.989,12.958,76.16,11.972,12.631,72.29,37210.085920332494,0.020900968438996553,565.46,0.19752060269515084,0.6040038198988434,114440.516,31213578.0
Canada,2002,2007,14.638,12.504,75.0,12.958,11.972,76.16,38047.997636701075,0.03306675965834132,578.48,0.1913635735029733,0.6218883971788134,117118.281,31535579.0
Canada,2003,2008,15.013,12.642,74.37,12.504,12.958,75.0,38464.542738310636,0.020594077370640892,582.53,0.18807615058451926,0.594424321494172,116565.047,31836483.0
Canada,2004,2009,14.573,14.997,89.76,12.642,12.504,74.37,39396.56844997056,0.03375990888186774,587.97,0.169906627889178,0.5938228140891542,117265.898,32132680.0
Canada,2005,2010,14.831,14.73,91.4,14.997,12.642,89.76,40384.42940820412,0.034884196682992946,596.65,0.1723958769798039,0.6246710801977708,117037.102,32440172.0
Canada,2006,2011,14.561,15.989,97.28,14.73,14.997,91.4,41157.734749752846,0.02917044845370765,589.32,0.16276386343582433,0.6182040317654245,112017.781,32759174.0
Canada,2007,2012,14.799,14.638,92.83,15.989,14.73,97.28,41699.46516818132,0.02346109383841489,603.24,0.1764969166500895,0.629351501889795,118416.227,33092171.0
Canada,2008,2013,15.666,15.013,95.35,14.638,15.989,92.83,41793.02967569699,0.013053524354633911,602.95,0.16717804129695663,0.6456588440169168,115754.156,33449088.0
Canada,2009,2014,16.316,14.573,89.46,15.013,14.638,95.35,40221.22531258896,-0.026754161250915506,580.25,0.14600603188280914,0.6624386040499785,109988.281,33826370.0
Canada,2010,2015,15.293,14.831,90.03,14.573,15.013,89.46,41125.22952171103,0.03367587711225545,582.01,0.1485369667187849,0.636879091424546,109967.695,34196900.0
Canada,2011,2016,15.098,14.561,92.94,14.831,14.573,90.03,42083.706251624746,0.03403549699508039,601.59,0.13281470769128476,0.6594025831546402,112865.477,34555449.0
Canada,2012,2017,15.03,14.799,94.2,14.561,14.831,92.94,42374.657392839974,0.017609532618220448,589.79,0.11758422489360619,0.6839213957510301,111724.289,34922513.0
Canada,2013,2018,15.129,15.666,102.72,14.799,14.561,94.2,42905.913978330405,0.023291170505555816,603.81,0.11682482900250081,0.6880972491346616,113458.836,35293421.0
Canada,2014,2019,15.326,16.316,106.54,15.666,14.799,102.72,43715.1563220681,0.028700442673050854,607.36,0.11423208640674393,0.6705084299262382,112508.438,35634265.0
Canada,2015,2020,14.867,15.293,101.1,16.316,15.666,106.54,43602.01023387422,0.006591730381262495,601.55,0.10798769844568198,0.7015875654559056,111824.336,35962236.0
Canada,2016,2021,14.099,15.098,100.72,15.293,16.316,101.1,43564.84868234271,0.01001398835159493,603.33,0.10776855120746522,0.7139210713871347,109289.445,36353345.0
Canada,2017,2022,13.045,15.03,100.6,15.098,15.293,100.72,44334.094811067815,0.03039882287406715,607.11,0.10345736357496994,0.725667506712128,109394.164,36808498.0
Canada,2018,2023,13.787,15.129,100.03,15.03,15.098,100.6,44970.88759947849,0.027770345039473506,613.0,0.0864926590538336,0.7069983686786296,109464.797,37294996.0
Canada,2019,2024,13.422,15.326,100.49,15.129,15.03,100.03,45228.30919673946,0.018882276709404344,608.62,0.08238309618481154,0.7043968321777134,107455.625,37782934.0
Canada,2020,2025,13.077,14.867,97.51,15.326,15.129,100.49,42495.77198899411,-0.05074366846620213,598.25,0.0652569995821145,0.7301128290848308,100465.109,38171903.0
Central America (EI),1980,1985,0.0,,0.0,,,0.0,,,,,,,
Central America (EI),1981,1986,0.0,,0.0,,,0.0,,,,,,,
Central America (EI),1982,1987,0.0,,0.0,,,0.0,,,,,,,
Central America (EI),1983,1988,0.0,,0.0,,,0.0,,,,,,,
Central America (EI),1984,1989,0.0,,0.0,,,0.0,,,,,,,
Central America (EI),1985,1990,0.0,0.0,0.0,,,0.0,,,,,,,
Central America (EI),1986,1991,0.0,0.0,0.0,0.0,,0.0,,,,,,,
Central America (EI),1987,1992,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1988,1993,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1989,1994,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1990,1995,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1991,1996,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1992,1997,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1993,1998,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1994,1999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1995,2000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1996,2001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1997,2002,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1998,2003,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),1999,2004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2000,2005,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2001,2006,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2002,2007,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2003,2008,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2004,2009,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2005,2010,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2006,2011,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2007,2012,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2008,2013,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2009,2014,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2010,2015,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2011,2016,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2012,2017,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2013,2018,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2014,2019,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2015,2020,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2016,2021,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2017,2022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2018,2023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Central America (EI),2019,2024,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
China,1980,1985,0.0,,0.0,,,0.0,1926.2141779586334,0.051295806474889856,,,,4910.204,983163540.0
China,1981,1986,0.0,,0.0,,,0.0,1954.4092399403587,0.029661115178659145,,,,4774.731,997721072.0
China,1982,1987,0.0,,0.0,,,0.0,2100.061954451941,0.09161373476050821,,,,4910.15,1013588177.0
China,1983,1988,0.0,,0.0,,,0.0,2214.498095160081,0.07059313701270996,,,,5148.07,1029064952.0
China,1984,1989,0.0,,0.0,,,0.0,2427.552964296884,0.11195846080351453,,,,5446.325,1043849645.0
China,1985,1990,0.0,0.0,0.0,,,0.0,2597.3329439998524,0.08629575142512809,,,,5803.289,1059807818.0
China,1986,1991,0.0,0.0,0.0,0.0,,0.0,2721.358580859797,0.06497869911035153,,,,5982.088,1077233607.0
China,1987,1992,0.0,0.0,0.0,0.0,0.0,0.0,2898.427314299856,0.08383571622511496,,,,6340.201,1096217445.0
China,1988,1993,0.198,0.0,0.0,0.0,0.0,0.0,3007.828640803975,0.05575689983344809,,,,6695.495,1115244168.0
China,1989,1994,1.59,0.0,0.0,0.0,0.0,0.0,2981.1173828657334,0.007779769005376076,,,,6910.493,1133991006.0
China,1990,1995,1.274,0.0,0.0,0.0,0.0,0.0,2934.442061794918,0.0013492940800375606,,,,6881.387,1153582725.0
